FileType,NCAR GAUS raw and derived sounding data
FileFormat,CSV
SondeType,Vaisala RS92-SGP,PTU Block >>>,,,,,,,,,,,,,,,,,,,,,,GPS Block >>>
Labels,Data Date & Time (UTC),PTU Time (sec),Sonde PTU (elapsed sec),Pressure (mb),Air Temp (C),Relative Humidity 1 (%),Relative Humidity 2 (%),Best RH (1 or 2) (%),Dewpoint (C),Mixing Ratio (g/Kg),Virtual Temp (C),Water Vapor Press (mb),Potential Temp (K),Equiv Potential Temp (K),Geopotential Altitude (m),Vertical Velocity (m/s),Frame Count,Sonde ID,Data Type,CRC Type,Sonde Status,Battery Volts,Bit error flag (0-1),Wind Time (sec),Sonde Winds (elapsed sec),Wind Direction (deg),Wind Speed (m/s),U Wind (m/s),V Wind (m/s),Vertical Velocity (m/s),Longitude (deg),Latitude (deg),Altitude (m),Lon Offset (m),Lat Offset (m),Alt Offset (m),Range (m),Azimuth Angle (deg),Elevation Angle (deg),Sat's used in solution,Sat's tracked by sonde,Velocity error estimate,Position error estimate,RS92-SGP Time,RS92-SGP Status,RS92-SGP GPS Week,RS92-SGP GPS Seconds,RS92-SGP GPS HDOP (0-99),RS92-SGP GPS VDOP (0-99),Bit error flag (0-1)
Data,2016-06-06 19:58:53.374Z,2937.999164,3079,353.714081,-26.788611,9.296508,9.202506,9.296508,-49.9475,0.11249,-26.771868,0.063345,331.633254,332.010328,8440.20149,1.946358,3079,161914200,32813,45,1567,0,0,2937.999164,3079,317.32047,11.504704,-8.457762,7.799005,2.375261,-97.438748,34.803072,8438.945173,9115.292035,-19976.192383,8085.945173,21329.492515,159.501022,20.761564,9,11,1.4,0,0,0,876,158350.84,1.4,1.3,0
Data,2016-06-06 19:58:54.374Z,2938.999164,3080,353.529449,-26.752539,9.299272,9.221362,9.221362,-49.989388,0.112008,-26.735725,0.06357,331.731343,332.106858,8443.967167,3.765677,3080,161914200,32813,45,1759,0,0,2938.999164,3080,317.499808,11.458908,-8.448367,7.741554,2.275865,-97.438652,34.802997,8440.881883,9125.963377,-19984.499444,8087.881883,21340.342477,159.486842,20.756455,9,11,1.4,0,0,0,876,158351.84,1.4,1.3,0
Data,2016-06-06 19:58:55.374Z,2939.999164,3081,353.426941,-26.944449,3.246412,9.396947,9.396947,-49.978332,0.112183,-26.927758,0.063137,331.500464,331.876597,8446.058083,2.090916,3081,161914200,32813,45,1759,0,0,2939.999164,3081,315.607552,11.730169,-8.381967,8.206064,3.235871,-97.438563,34.802913,8443.195968,9135.783421,-19993.880487,8090.195968,21351.954505,159.475441,20.751558,9,11,1.4,0,0,0,876,158352.84,1.4,1.3,0
Data,2016-06-06 19:58:56.374Z,2940.999164,3082,353.314667,-26.993445,1.11499,9.533615,9.533615,-49.891748,0.11334,-26.976584,0.063774,331.464612,331.844662,8448.34777,2.289686,3082,161914200,32813,45,1759,0,0,2940.999164,3082,315.060118,12.114697,-8.575368,8.557391,2.220643,-97.438467,34.802845,8445.898663,9146.484504,-20001.401773,8092.898663,21362.079562,159.460488,20.748899,9,11,1.4,0,0,0,876,158353.84,1.4,1.3,0
Data,2016-06-06 19:58:57.374Z,2941.999164,3083,353.158356,-27.05625,0.871587,9.607841,9.607841,-49.874419,0.113616,-27.03935,0.063908,331.421983,331.803007,8451.53602,3.18825,3083,161914200,32813,45,1759,0,0,2941.999164,3083,310.395191,11.485174,-7.443036,8.747025,3.300651,-97.43837,34.802778,8450.269792,9157.271726,-20008.81602,8097.269792,21372.130683,159.445272,20.75022,9,11,1.4,0,0,0,876,158354.84,1.4,1.3,0
Data,2016-06-06 19:58:58.374Z,2942.999164,3084,353.001495,-27.074667,0.773864,9.634633,9.634633,-49.864894,0.113791,-27.057742,0.06398,331.439289,331.820948,8454.736366,3.200346,3084,161914200,32813,45,1759,0,0,2942.999164,3084,308.955466,11.383625,-7.157069,8.852304,2.075579,-97.438271,34.802717,8452.793773,9168.244726,-20015.594572,8099.793773,21381.641733,159.42909,20.74769,9,11,1.4,0,0,0,876,158355.84,1.4,1.3,0
Data,2016-06-06 19:58:59.374Z,2943.999164,3085,352.915497,-27.076819,0.696621,9.600192,9.600192,-49.897818,0.11339,-27.059954,0.063738,331.459488,331.839826,8456.491483,1.755117,3085,161914200,32813,45,1759,0,0,2943.999164,3085,305.977701,11.24894,-6.608418,9.103156,2.667148,-97.438169,34.802655,8456.38814,9179.597123,-20022.545078,8103.38814,21391.425,159.412304,20.747429,9,11,1.4,0,0,0,876,158356.84,1.4,1.3,0
Data,2016-06-06 19:59:00.374Z,2944.999164,3086,352.757324,-27.06687,0.67176,9.524542,9.524542,-49.958756,0.112649,-27.050115,0.063293,331.51539,331.893292,8459.720744,3.229261,3086,161914200,32813,45,1759,0,0,2944.999164,3086,308.245083,11.719209,-7.254501,9.203916,2.863108,-97.438068,34.802587,8458.870392,9190.92274,-20030.137953,8105.870392,21401.803663,159.396194,20.744035,9,11,1.4,0,0,0,876,158357.84,1.4,1.3,0
Data,2016-06-06 19:59:01.374Z,2945.999164,3087,352.666931,-27.01731,0.588428,9.289123,9.289123,-50.136861,0.110394,-27.000888,0.062005,331.606461,331.97682,8461.567086,1.846342,3087,161914200,32813,45,1759,0,0,2945.999164,3087,310.264914,12.063095,-7.796651,9.204917,2.203239,-97.437965,34.802514,8461.595706,9202.336554,-20038.170971,8108.595706,21412.621477,159.380334,20.740825,9,11,1.4,0,0,0,876,158358.84,1.4,1.3,0
Data,2016-06-06 19:59:02.374Z,2946.999164,3088,352.482605,-27.034949,0.576429,9.066116,9.066116,-50.36184,0.107625,-27.018939,0.06042,331.632279,331.993397,8465.333783,3.766697,3088,161914200,32813,45,1759,0,0,2946.999164,3088,313.131854,11.81252,-8.075979,8.620568,2.608518,-97.437873,34.802436,8466.478112,9212.604353,-20046.829925,8113.478112,21423.695162,159.36743,20.742436,9,10,1.4,0,0,0,876,158359.84,1.4,1.3,0
Data,2016-06-06 19:59:03.374Z,2947.999164,3089,352.400757,-27.06626,0.547767,8.822838,8.822838,-50.62224,0.10446,-27.050722,0.058633,331.612112,331.962629,8467.006808,1.673025,3089,161914200,32813,45,1759,0,0,2947.999164,3089,315.688738,11.632087,-8.323403,8.125664,2.559661,-97.437783,34.802364,8468.786298,9222.531911,-20054.904449,8115.786298,21434.12454,159.354685,20.738599,9,11,1.4,0,0,0,876,158360.84,1.4,1.3,0
Data,2016-06-06 19:59:04.374Z,2948.999164,3090,352.250854,-27.089529,0.543661,8.596424,8.596424,-50.865199,0.101605,-27.074417,0.057009,331.621105,331.962078,8470.071565,3.064757,3090,161914200,32813,45,1759,0,0,2948.999164,3090,316.635266,11.624186,-8.450753,7.981633,2.892317,-97.437695,34.802287,8470.677221,9232.390662,-20063.501861,8117.677221,21445.02433,159.342587,20.733373,9,11,1.4,0,0,0,876,158361.84,1.4,1.3,0
Data,2016-06-06 19:59:05.374Z,2949.999164,3091,352.125031,-27.122061,0.534638,8.355493,8.355493,-51.135773,0.098497,-27.107412,0.055249,331.611143,331.941715,8472.644749,2.573184,3091,161914200,32813,45,1759,0,0,2949.999164,3091,317.716446,12.093544,-8.947097,8.136539,2.478683,-97.437608,34.802208,8471.639459,9241.96966,-20072.184042,8118.639459,21455.923325,159.331154,20.725984,9,11,1.4,0,0,0,876,158362.84,1.4,1.3,0
Data,2016-06-06 19:59:06.374Z,2950.999164,3092,351.979523,-27.154059,0.522328,8.202461,8.202461,-51.319868,0.096449,-27.139716,0.054081,331.607211,331.930943,8475.621233,2.976484,3092,161914200,32813,45,1759,0,0,2950.999164,3092,316.589429,11.994104,-8.713092,8.242607,3.298881,-97.437518,34.802137,8472.742686,9252.043907,-20080.158359,8119.742686,21466.304516,159.318052,20.719388,9,11,1.4,0,0,0,876,158363.84,1.4,1.3,0
Data,2016-06-06 19:59:07.374Z,2951.999164,3093,351.873932,-27.193335,0.510249,8.087983,8.087983,-51.471393,0.094788,-27.17924,0.053138,331.582718,331.9009,8477.781636,2.160403,3093,161914200,32813,45,1759,0,0,2951.999164,3093,314.712684,11.876397,-8.355663,8.439887,2.307647,-97.437433,34.802068,8474.456529,9261.431502,-20087.852553,8121.456529,21476.225558,159.306103,20.714629,9,11,1.4,0,0,0,876,158364.84,1.4,1.3,0
Data,2016-06-06 19:59:08.374Z,2952.999164,3094,351.714355,-27.240714,0.471281,8.029922,8.029922,-51.570436,0.093741,-27.226776,0.052532,331.561856,331.876562,8481.047245,3.265609,3094,161914200,32813,45,1759,0,0,2952.999164,3094,311.21846,11.705558,-7.713165,8.804952,2.466819,-97.437347,34.802007,8478.276111,9271.027658,-20094.572292,8125.276111,21485.296558,159.292819,20.715538,9,11,1.4,0,0,0,876,158365.84,1.4,1.3,0
Data,2016-06-06 19:59:09.374Z,2953.999164,3095,351.557404,-27.32894,0.494882,8.045965,8.045965,-51.622855,0.09321,-27.315084,0.05222,331.485213,331.798176,8484.259704,3.212459,3095,161914200,32813,45,1759,0,0,2953.999164,3095,310.367841,11.72927,-7.596959,8.936554,2.982877,-97.437249,34.801942,8482.003994,9281.938276,-20101.808392,8129.003994,21495.233532,159.277348,20.715468,9,11,1.4,0,0,0,876,158366.84,1.4,1.3,0
Data,2016-06-06 19:59:10.374Z,2954.999164,3096,351.449371,-27.311652,0.484839,8.02267,8.02267,-51.634045,0.093117,-27.297809,0.05215,331.537667,331.850344,8486.471399,2.211695,3096,161914200,32813,45,1759,0,0,2954.999164,3096,309.451304,12.019813,-7.637656,9.281278,2.50615,-97.437146,34.801873,8486.101126,9293.341802,-20109.4768,8133.101126,21505.719684,159.261294,20.715774,9,11,1.4,0,0,0,876,158367.84,1.4,1.3,0
Data,2016-06-06 19:59:11.374Z,2955.999164,3097,351.291046,-27.245047,0.493102,8.005335,8.005335,-51.600101,0.093529,-27.231141,0.052351,331.67023,331.984332,8489.714501,3.243102,3097,161914200,32813,45,1759,0,0,2955.999164,3097,309.973509,11.875518,-7.629229,9.100703,2.674801,-97.437043,34.801803,8489.028542,9304.822727,-20117.231169,8136.028542,21516.310433,159.245177,20.713263,9,11,1.4,0,0,0,876,158368.84,1.4,1.3,0
Data,2016-06-06 19:59:12.374Z,2956.999164,3098,351.16571,-27.180701,0.442131,7.964392,7.964392,-51.593333,0.093636,-27.166777,0.052386,331.790879,332.105374,8492.283574,2.569073,3098,161914200,32813,45,1759,0,0,2956.999164,3098,310.744639,11.836315,-7.725431,8.967501,2.914628,-97.436939,34.80173,8490.069337,9316.427583,-20125.429308,8137.069337,21527.35391,159.229243,20.705962,9,11,1.4,0,0,0,876,158369.84,1.4,1.3,0
Data,2016-06-06 19:59:13.374Z,2957.999164,3099,351.039734,-27.219687,0.460463,7.886744,7.886744,-51.707814,0.092425,-27.205944,0.051693,331.772334,332.082789,8494.866839,2.583265,3099,161914200,32813,45,1759,0,0,2957.999164,3099,312.958958,12.102893,-8.24781,8.857406,3.060593,-97.436842,34.801642,8494.765196,9327.162638,-20135.16334,8141.765196,21539.581604,159.216548,20.706134,9,11,1.4,0,0,0,876,158370.84,1.4,1.3,0
Data,2016-06-06 19:59:14.374Z,2958.999164,3100,350.885376,-27.285223,0.449997,7.804212,7.804212,-51.849199,0.090947,-27.271702,0.050851,331.725646,332.031176,8498.032679,3.16584,3100,161914200,32813,45,1759,0,0,2958.999164,3100,316.124051,12.64865,-9.11768,8.76677,2.549425,-97.436746,34.801559,8498.125002,9337.831762,-20144.429494,8145.125002,21551.353738,159.20356,20.703599,9,11,1.4,0,0,0,876,158371.84,1.4,1.3,0
Data,2016-06-06 19:59:15.374Z,2959.999164,3101,350.76239,-27.321722,0.431715,7.704154,7.704154,-51.987938,0.089511,-27.308416,0.050034,331.709656,332.01039,8500.555557,2.522878,3101,161914200,32813,45,1759,0,0,2959.999164,3101,317.140828,12.130902,-8.892288,8.251424,2.756012,-97.436665,34.801483,8499.051565,9346.848882,-20152.889368,8146.051565,21561.891458,159.193188,20.696493,9,11,1.4,0,0,0,876,158372.84,1.4,1.3,0
Data,2016-06-06 19:59:16.374Z,2960.999164,3102,350.66333,-27.393011,0.434669,7.692319,7.692319,-52.056986,0.088814,-27.37981,0.049638,331.640251,331.938665,8502.587829,2.032272,3102,161914200,32813,45,1759,0,0,2960.999164,3102,317.341448,11.910907,-8.75934,8.071162,2.340916,-97.436577,34.801407,8499.983628,9356.648489,-20161.306907,8146.983628,21572.618639,159.181193,20.689239,9,11,1.4,0,0,0,876,158373.84,1.4,1.3,0
Data,2016-06-06 19:59:17.374Z,2961.999164,3103,350.537903,-27.378012,0.40971,7.690536,7.690536,-52.04719,0.088948,-27.364791,0.049693,331.694429,331.993323,8505.161567,2.573738,3103,161914200,32813,45,1759,0,0,2961.999164,3103,318.453175,11.660611,-8.726964,7.733689,2.52862,-97.436491,34.801329,8503.103422,9366.199663,-20170.002359,8150.103422,21583.533992,159.169979,20.68691,9,11,1.4,0,0,0,876,158374.84,1.4,1.3,0
Data,2016-06-06 19:59:18.374Z,2962.999164,3104,350.37735,-27.411551,0.409946,7.720172,7.720172,-52.040748,0.089056,-27.398314,0.049734,331.692621,331.991919,8508.457296,3.295729,3104,161914200,32813,45,1759,0,0,2962.999164,3104,319.323448,11.725193,-8.8924,7.642341,3.0592,-97.436395,34.801247,8505.891756,9376.940715,-20179.099838,8152.891756,21595.173487,159.156737,20.683179,9,11,1.4,0,0,0,876,158375.84,1.4,1.3,0
Data,2016-06-06 19:59:19.374Z,2963.999164,3105,350.279327,-27.455695,0.402517,7.712474,7.712474,-52.083899,0.088631,-27.442522,0.049488,331.659576,331.957468,8510.469863,2.012567,3105,161914200,32813,45,1759,0,0,2963.999164,3105,317.330378,12.012566,-8.832528,8.141756,2.316179,-97.436311,34.801169,8509.253776,9386.283114,-20187.800066,8156.253776,21606.034094,159.145975,20.681466,9,11,1.4,0,0,0,876,158376.84,1.4,1.3,0
Data,2016-06-06 19:59:20.374Z,2964.999164,3106,350.05365,-27.48699,0.439359,7.746006,7.746006,-52.071525,0.088817,-27.473791,0.049563,331.678461,331.977033,8515.104834,4.634971,3106,161914200,32813,45,1759,0,0,2964.999164,3106,315.741911,11.768185,-8.428414,8.212917,2.665428,-97.436223,34.801094,8511.704832,9396.059883,-20196.100123,8158.704832,21616.648555,159.133964,20.677856,9,11,1.4,0,0,0,876,158377.84,1.4,1.3,0
Data,2016-06-06 19:59:21.374Z,2965.999164,3107,349.988251,-27.530615,0.4291,7.771946,7.771946,-52.077318,0.088773,-27.517424,0.049534,331.637283,331.935724,8516.448357,1.343524,3107,161914200,32813,45,1759,0,0,2965.999164,3107,312.722855,11.148025,-7.563408,8.18983,2.383676,-97.436131,34.801023,8512.751556,9406.285708,-20204.008323,8159.751556,21627.029232,159.120684,20.671198,9,11,1.4,0,0,0,876,158378.84,1.4,1.3,0
Data,2016-06-06 19:59:22.374Z,2966.999164,3108,349.915466,-27.583502,0.411574,7.807872,7.807872,-52.079601,0.088768,-27.570313,0.049526,331.585598,331.884038,8517.943601,1.495243,3108,161914200,32813,45,1759,0,0,2966.999164,3108,313.343276,11.365807,-7.801125,8.265835,1.985982,-97.436044,34.800956,8516.307352,9415.976702,-20211.436457,8163.307352,21636.805973,159.108047,20.67089,9,11,1.4,0,0,0,876,158379.84,1.4,1.3,0
Data,2016-06-06 19:59:23.374Z,2967.999164,3109,349.718262,-27.613654,0.436702,7.820125,7.820125,-52.089948,0.08871,-27.600474,0.04947,331.598343,331.896638,8521.995742,4.052142,3109,161914200,32813,45,1759,0,0,2967.999164,3109,314.359547,11.838563,-8.277035,8.464176,2.99989,-97.435956,34.800874,8518.884859,9425.702617,-20220.552928,8165.884859,21648.171244,159.096946,20.666926,9,11,1.4,0,0,0,876,158380.84,1.4,1.3,0
Data,2016-06-06 19:59:24.374Z,2968.999164,3110,349.690277,-27.631827,0.429476,7.839566,7.839566,-52.083091,0.088788,-27.618636,0.049511,331.581389,331.879955,8522.570896,0.575154,3110,161914200,32813,45,1695,0,0,2968.999164,3110,317.823071,12.751851,-9.450078,8.561876,2.593189,-97.435863,34.800794,8521.558451,9436.072352,-20229.484051,8168.558451,21659.552891,159.084378,20.663176,9,11,1.4,0,0,0,876,158381.84,1.4,1.3,0
Data,2016-06-06 19:59:25.374Z,2969.999164,3111,349.55542,-27.642752,1.367476,7.879431,7.879431,-52.048481,0.089184,-27.629502,0.049714,331.603213,331.903144,8525.34303,2.772134,3111,161914200,32813,45,1695,0,0,2969.999164,3111,318.917805,12.934708,-9.749764,8.499928,2.011952,-97.435773,34.800703,8523.041179,9446.099524,-20239.618052,8170.041179,21671.958679,159.073652,20.655778,9,11,1.4,0,0,0,876,158382.84,1.4,1.3,0
Data,2016-06-06 19:59:26.374Z,2970.999164,3112,349.431488,-27.62287,1.909925,7.85913,7.85913,-52.05482,0.08915,-27.609625,0.049675,331.663703,331.963547,8527.891573,2.548543,3112,161914200,32813,45,1695,0,0,2970.999164,3112,320.305237,12.373222,-9.520674,7.902746,2.537258,-97.435684,34.800615,8526.101275,9455.998884,-20249.318631,8173.101275,21683.92292,159.062788,20.652423,9,11,1.4,0,0,0,876,158383.84,1.4,1.3,0
Data,2016-06-06 19:59:27.374Z,2971.999164,3113,349.32605,-27.633749,2.368247,7.794152,7.794152,-52.134065,0.08835,-27.620623,0.049216,331.677633,331.974813,8530.060562,2.168989,3113,161914200,32813,45,1695,0,0,2971.999164,3113,320.309831,11.688795,-8.994635,7.464883,2.402211,-97.435605,34.800535,8530.044333,9464.760127,-20258.247284,8177.044333,21694.832956,159.053507,20.652032,9,11,1.4,0,0,0,876,158384.84,1.4,1.3,0
Data,2016-06-06 19:59:28.374Z,2972.999164,3114,349.188293,-27.676779,2.838022,7.777647,7.777647,-52.185918,0.087848,-27.663729,0.048922,331.656913,331.952437,8532.895047,2.834485,3114,161914200,32813,45,1695,0,0,2972.999164,3114,320.24249,11.363762,-8.735983,7.267578,2.698176,-97.435526,34.800455,8531.66457,9473.505356,-20267.151463,8178.66457,21705.716007,159.044244,20.646295,9,11,1.4,0,0,0,876,158385.84,1.4,1.3,0
Data,2016-06-06 19:59:29.374Z,2973.999164,3115,349.038116,-27.700461,3.211449,7.780309,7.780309,-52.201617,0.087724,-27.687429,0.048834,331.665718,331.96086,8535.985954,3.090907,3115,161914200,32813,45,1695,0,0,2973.999164,3115,317.13053,11.699837,-8.574875,7.959755,2.382899,-97.435437,34.800373,8535.263227,9483.400712,-20276.310628,8182.263227,21717.175619,159.03291,20.644634,9,11,1.4,0,0,0,876,158386.84,1.4,1.3,0
Data,2016-06-06 19:59:30.374Z,2974.999164,3116,348.933624,-27.725485,3.543603,7.732953,7.732953,-52.273185,0.087015,-27.71256,0.048428,331.660304,331.953083,8538.137158,2.151204,3116,161914200,32813,45,1695,0,0,2974.999164,3116,315.395416,11.997048,-8.541536,8.424447,2.509277,-97.435344,34.800294,8536.551766,9493.782792,-20285.110699,8183.551766,21728.443862,159.020266,20.637805,9,11,1.4,0,0,0,876,158387.84,1.4,1.3,0
Data,2016-06-06 19:59:31.374Z,2975.999164,3117,348.787842,-27.741934,3.783371,7.63576,7.63576,-52.393527,0.085826,-27.729186,0.047748,331.677713,331.966526,8541.139236,3.002077,3117,161914200,32813,45,1695,0,0,2975.999164,3117,314.734024,12.034357,-8.469981,8.548986,2.840343,-97.43525,34.800222,8538.985266,9504.196684,-20293.120282,8185.985266,21738.984489,159.006825,20.634259,9,11,1.4,0,0,0,876,158388.84,1.4,1.3,0
Data,2016-06-06 19:59:32.374Z,2976.999164,3118,348.695068,-27.783469,4.074715,7.585519,7.585519,-52.482114,0.084957,-27.77085,0.047257,331.646809,331.932719,8543.050132,1.910897,3118,161914200,32813,45,1695,0,0,2976.999164,3118,315.314045,12.114854,-8.61332,8.519413,2.657875,-97.435159,34.800144,8541.129313,9514.384196,-20301.750391,8188.129313,21750.038991,158.99444,20.629602,9,11,1.4,0,0,0,876,158389.84,1.4,1.3,0
Data,2016-06-06 19:59:33.374Z,2977.999164,3119,348.534515,-27.78414,4.320601,7.552659,7.552659,-52.51945,0.084623,-27.771571,0.04705,331.689588,331.974409,8546.358031,3.307898,3119,161914200,32813,45,1695,0,0,2977.999164,3119,314.833698,12.199362,-8.601177,8.651253,2.501148,-97.435059,34.800064,8543.479093,9525.456948,-20310.644151,8190.479093,21761.601315,158.980533,20.624982,9,11,1.4,0,0,0,876,158390.84,1.4,1.3,0
Data,2016-06-06 19:59:34.374Z,2978.999164,3120,348.41507,-27.799796,4.602245,7.526387,7.526387,-52.561251,0.084235,-27.787284,0.04682,331.70094,331.984484,8548.819898,2.461867,3120,161914200,32813,45,1695,0,0,2978.999164,3120,315.088843,12.807173,-9.07007,9.041986,2.669722,-97.43496,34.799982,8546.169221,9536.419439,-20319.750859,8193.169221,21773.331199,158.967064,20.621007,9,11,1.4,0,0,0,876,158391.84,1.4,1.3,0
Data,2016-06-06 19:59:35.374Z,2979.999164,3121,348.288574,-27.700674,4.847521,7.524308,7.524308,-52.485928,0.085018,-27.688045,0.047227,331.869411,332.155621,8551.428426,2.608528,3121,161914200,32813,45,1695,0,0,2979.999164,3121,315.981588,13.41338,-9.645783,9.320817,2.177317,-97.434856,34.799899,8547.357044,9548.052179,-20328.997598,8194.357044,21785.390614,158.952393,20.613289,9,11,1.4,0,0,0,876,158392.84,1.4,1.3,0
Data,2016-06-06 19:59:36.374Z,2980.999164,3122,348.19751,-27.630225,5.029074,7.460967,7.460967,-52.502436,0.084875,-27.617615,0.047127,331.989493,332.275242,8553.30755,1.879124,3122,161914200,32813,45,1695,0,0,2980.999164,3122,316.078781,12.940392,-9.32089,8.976344,2.422714,-97.434757,34.799812,8550.13728,9559.073456,-20338.663275,8197.13728,21797.662008,158.939364,20.609062,9,11,1.4,0,0,0,876,158393.84,1.4,1.3,0
Data,2016-06-06 19:59:37.374Z,2981.999164,3123,348.06131,-27.768988,5.221093,7.422715,7.422715,-52.654597,0.083396,-27.756601,0.046303,331.838987,332.119788,8556.118574,2.811025,3123,161914200,32813,45,1695,0,0,2981.999164,3123,315.883597,12.269034,-8.808271,8.5407,2.3736,-97.434663,34.799731,8553.402509,9569.525498,-20347.680904,8200.402509,21809.161769,158.926881,20.606624,9,11,1.4,0,0,0,876,158394.84,1.4,1.3,0
Data,2016-06-06 19:59:38.374Z,2982.999164,3124,347.980743,-27.782919,5.402837,7.395781,7.395781,-52.696264,0.083006,-27.77059,0.046077,331.842117,332.121622,8557.78138,1.662806,3124,161914200,32813,45,1695,0,0,2982.999164,3124,316.159892,11.658286,-8.408836,8.075091,2.382037,-97.434572,34.799661,8555.223058,9579.552269,-20355.498778,8202.223058,21819.417507,158.914131,20.60194,9,11,1.4,0,0,0,876,158395.84,1.4,1.3,0
Data,2016-06-06 19:59:39.374Z,2983.999164,3125,347.809326,-27.784323,5.564083,7.348899,7.348899,-52.751154,0.08251,-27.772068,0.045779,331.886985,332.164857,8561.320422,3.539041,3125,161914200,32813,45,1695,0,0,2983.999164,3125,316.809982,11.652108,-8.495411,7.974937,3.037447,-97.434483,34.799591,8557.562042,9589.460261,-20363.21242,8204.562042,21829.541979,158.901532,20.598566,9,11,1.4,0,0,0,876,158396.84,1.4,1.3,0
Data,2016-06-06 19:59:40.374Z,2984.999164,3126,347.726379,-27.794028,5.715398,7.333977,7.333977,-52.775928,0.082288,-27.781806,0.045647,331.896497,332.173641,8563.033509,1.713087,3126,161914200,32813,45,1695,0,0,2984.999164,3126,317.192077,12.151351,-8.914667,8.257362,2.203939,-97.4344,34.799514,8562.741972,9598.736478,-20371.791266,8209.741972,21840.28785,158.89103,20.601189,9,11,1.4,0,0,0,876,158397.84,1.4,1.3,0
Data,2016-06-06 19:59:41.374Z,2985.999164,3127,347.618134,-27.849753,5.848799,7.280932,7.280932,-52.880818,0.081298,-27.837679,0.04509,331.850665,332.124498,8565.26941,2.235901,3127,161914200,32813,45,1695,0,0,2985.999164,3127,316.767295,12.387761,-9.025447,8.485159,3.003211,-97.434308,34.799426,8566.39867,9609.002259,-20381.605982,8213.39867,21852.480089,158.879723,20.599061,9,11,1.4,0,0,0,876,158398.84,1.4,1.3,0
Data,2016-06-06 19:59:42.374Z,2986.999164,3128,347.452728,-27.926932,5.98737,7.28878,7.28878,-52.932031,0.080845,-27.914927,0.044826,331.791415,332.063757,8568.686401,3.416991,3128,161914200,32813,45,1951,0,0,2986.999164,3128,316.571851,12.765269,-9.270611,8.775413,2.321133,-97.434221,34.799346,8567.098978,9618.603588,-20390.512748,8214.098978,21863.629597,158.868902,20.591046,9,11,1.4,0,0,0,876,158399.84,1.4,1.3,0
Data,2016-06-06 19:59:43.374Z,2987.999164,3129,347.28006,-28.013297,6.142111,7.316221,7.316221,-52.967826,0.080543,-28.001338,0.044646,331.721717,331.99308,8572.253982,3.567581,3129,161914200,32813,45,1951,0,0,2987.999164,3129,315.962595,13.040936,-9.374949,9.065118,2.977043,-97.434128,34.79926,8569.550269,9629.003504,-20400.078455,8216.550269,21875.630981,158.857115,20.586324,9,11,1.4,0,0,0,876,158400.84,1.4,1.3,0
Data,2016-06-06 19:59:44.374Z,2988.999164,3130,347.131165,-28.056937,6.325932,7.320677,7.320677,-52.996809,0.080301,-28.045015,0.044498,331.703343,331.973924,8575.330983,3.077,3130,161914200,32813,45,1951,0,0,2988.999164,3130,317.571313,13.574336,-10.019457,9.158225,2.111518,-97.434029,34.799168,8571.563642,9639.990602,-20410.287496,8218.563642,21888.407272,158.844775,20.579934,9,11,1.4,0,0,0,876,158401.84,1.4,1.3,0
Data,2016-06-06 19:59:45.374Z,2989.999164,3131,347.033081,-28.027533,6.448553,7.355782,7.355782,-52.93345,0.080929,-28.015517,0.04483,331.769951,332.042671,8577.358593,2.027611,3131,161914200,32813,45,1951,0,0,2989.999164,3131,318.251869,13.570183,-10.12443,9.035806,2.484681,-97.433928,34.799078,8573.406748,9651.189297,-20420.258277,8220.406748,21901.025131,158.8318,20.573296,9,11,1.4,0,0,0,876,158402.84,1.4,1.3,0
Data,2016-06-06 19:59:46.374Z,2990.999164,3132,346.965637,-28.002661,6.545998,7.358401,7.358401,-52.910991,0.08116,-27.990611,0.044946,331.822059,332.095575,8578.753299,1.394706,3132,161914200,32813,45,1695,0,0,2990.999164,3132,318.183627,12.949374,-9.650981,8.633937,2.420337,-97.433831,34.798996,8576.223771,9662.001295,-20429.423304,8223.223771,21912.778067,158.818852,20.569642,9,11,1.4,0,0,0,876,158403.84,1.4,1.3,0
Data,2016-06-06 19:59:47.374Z,2991.999164,3133,346.800751,-28.027808,6.643112,7.329484,7.329484,-52.963891,0.080691,-28.015827,0.044668,331.83313,332.105102,8582.164212,3.410912,3133,161914200,32813,45,1695,0,0,2991.999164,3133,317.799044,11.999596,-8.889221,8.060524,3.063921,-97.433735,34.79891,8579.810384,9672.646664,-20438.947848,8226.810384,21924.817875,158.806591,20.567508,9,11,1.4,0,0,0,876,158404.84,1.4,1.3,0
Data,2016-06-06 19:59:48.374Z,2992.999164,3134,346.733826,-28.020026,6.718254,7.351445,7.351445,-52.932556,0.081007,-28.007998,0.044833,331.861983,332.135035,8583.549066,1.384854,3134,161914200,32813,45,1695,0,0,2992.999164,3134,318.177435,11.645459,-8.678352,7.765495,2.396777,-97.433643,34.798829,8582.227068,9682.893285,-20447.949589,8229.227068,21936.252858,158.794644,20.563217,9,11,1.4,0,0,0,876,158405.84,1.4,1.3,0
