,sensor [K-30 FR],,
,CO2,,,
03/03/17 20:24:34.326,"429",,
03/03/17 20:24:35.326,"429",,
03/03/17 20:24:36.326,"430",,
03/03/17 20:24:37.326,"430",,
03/03/17 20:24:38.326,"431",,
03/03/17 20:24:39.326,"433",,
03/03/17 20:24:40.326,"433",,
03/03/17 20:24:41.326,"432",,
03/03/17 20:24:42.326,"432",,
03/03/17 20:24:43.326,"433",,
03/03/17 20:24:44.326,"433",,
03/03/17 20:24:45.327,"433",,
03/03/17 20:24:46.326,"433",,
03/03/17 20:24:47.326,"433",,
03/03/17 20:24:48.326,"433",,
03/03/17 20:24:49.326,"433",,
03/03/17 20:24:50.326,"433",,
03/03/17 20:24:51.326,"433",,
03/03/17 20:24:52.326,"433",,
03/03/17 20:24:53.326,"433",,
03/03/17 20:24:54.327,"433",,
03/03/17 20:24:55.327,"433",,
03/03/17 20:24:56.326,"432",,
03/03/17 20:24:57.326,"432",,
03/03/17 20:24:58.326,"432",,
03/03/17 20:24:59.326,"432",,
03/03/17 20:25:00.326,"433",,
03/03/17 20:25:01.326,"433",,
03/03/17 20:25:02.326,"433",,
03/03/17 20:25:03.327,"432",,
03/03/17 20:25:04.326,"431",,
03/03/17 20:25:04.326,"431",,
03/03/17 20:25:05.326,"431",,
03/03/17 20:25:06.326,"431",,
03/03/17 20:25:07.326,"433",,
03/03/17 20:25:08.326,"433",,
03/03/17 20:25:09.326,"432",,
03/03/17 20:25:10.327,"432",,
03/03/17 20:25:11.326,"432",,
03/03/17 20:25:12.326,"430",,
03/03/17 20:25:13.326,"429",,
03/03/17 20:25:14.326,"429",,
03/03/17 20:25:15.327,"430",,
03/03/17 20:25:16.326,"430",,
03/03/17 20:25:17.326,"430",,
03/03/17 20:25:18.326,"430",,
03/03/17 20:25:19.326,"430",,
03/03/17 20:25:20.326,"431",,
03/03/17 20:25:21.326,"431",,
03/03/17 20:25:22.326,"432",,
03/03/17 20:25:23.326,"432",,
03/03/17 20:25:24.326,"432",,
03/03/17 20:25:25.326,"431",,
03/03/17 20:25:26.326,"431",,
03/03/17 20:25:27.326,"431",,
03/03/17 20:25:28.326,"431",,
03/03/17 20:25:29.326,"432",,
03/03/17 20:25:30.327,"432",,
03/03/17 20:25:31.326,"432",,
03/03/17 20:25:32.326,"432",,
03/03/17 20:25:33.326,"431",,
03/03/17 20:25:34.326,"430",,
03/03/17 20:25:35.326,"425",,
03/03/17 20:25:36.326,"424",,
03/03/17 20:25:37.326,"426",,
03/03/17 20:25:38.327,"426",,
03/03/17 20:25:39.326,"426",,
03/03/17 20:25:40.326,"427",,
03/03/17 20:25:41.326,"428",,
03/03/17 20:25:42.326,"429",,
03/03/17 20:25:43.326,"427",,
03/03/17 20:25:44.327,"428",,
03/03/17 20:25:45.326,"428",,
03/03/17 20:25:46.326,"428",,
03/03/17 20:25:47.326,"428",,
03/03/17 20:25:48.326,"428",,
03/03/17 20:25:49.326,"428",,
03/03/17 20:25:50.326,"428",,
03/03/17 20:25:51.326,"428",,
03/03/17 20:25:52.326,"428",,
03/03/17 20:25:53.326,"428",,
03/03/17 20:25:54.326,"427",,
03/03/17 20:25:55.327,"426",,
03/03/17 20:25:55.327,"426",,
03/03/17 20:25:56.326,"427",,
03/03/17 20:25:57.326,"427",,
03/03/17 20:25:58.326,"427",,
03/03/17 20:25:59.326,"427",,
03/03/17 20:26:00.326,"428",,
03/03/17 20:26:01.326,"428",,
03/03/17 20:26:02.326,"427",,
03/03/17 20:26:03.326,"428",,
03/03/17 20:26:04.326,"429",,
03/03/17 20:26:05.327,"429",,
03/03/17 20:26:06.326,"430",,
03/03/17 20:26:07.326,"430",,
03/03/17 20:26:08.326,"430",,
03/03/17 20:26:09.326,"430",,
03/03/17 20:26:10.326,"430",,
03/03/17 20:26:11.326,"430",,
03/03/17 20:26:12.326,"430",,
03/03/17 20:26:13.326,"430",,
03/03/17 20:26:14.326,"431",,
03/03/17 20:26:15.326,"431",,
03/03/17 20:26:16.326,"430",,
03/03/17 20:26:17.326,"430",,
03/03/17 20:26:18.326,"431",,
03/03/17 20:26:19.326,"431",,
03/03/17 20:26:20.326,"431",,
03/03/17 20:26:21.326,"432",,
03/03/17 20:26:22.327,"432",,
03/03/17 20:26:23.326,"432",,
03/03/17 20:26:24.326,"432",,
03/03/17 20:26:25.327,"433",,
03/03/17 20:26:26.327,"433",,
03/03/17 20:26:27.326,"433",,
03/03/17 20:26:28.326,"433",,
03/03/17 20:26:29.327,"433",,
03/03/17 20:26:30.326,"433",,
03/03/17 20:26:31.326,"433",,
03/03/17 20:26:32.326,"433",,
03/03/17 20:26:33.326,"433",,
03/03/17 20:26:34.326,"433",,
03/03/17 20:26:35.326,"433",,
03/03/17 20:26:36.326,"433",,
03/03/17 20:26:37.326,"433",,
03/03/17 20:26:38.326,"434",,
03/03/17 20:26:39.327,"434",,
03/03/17 20:26:40.326,"433",,
03/03/17 20:26:41.326,"432",,
03/03/17 20:26:42.381,"432",,
03/03/17 20:26:43.326,"432",,
03/03/17 20:26:44.326,"432",,
03/03/17 20:26:45.326,"433",,
03/03/17 20:26:46.326,"433",,
03/03/17 20:26:46.326,"433",,
03/03/17 20:26:47.326,"433",,
03/03/17 20:26:48.326,"432",,
03/03/17 20:26:49.326,"432",,
03/03/17 20:26:50.326,"432",,
03/03/17 20:26:51.326,"432",,
03/03/17 20:26:52.326,"432",,
03/03/17 20:26:53.326,"432",,
03/03/17 20:26:54.326,"433",,
03/03/17 20:26:55.326,"433",,
03/03/17 20:26:56.327,"435",,
03/03/17 20:26:57.326,"436",,
03/03/17 20:26:58.326,"436",,
03/03/17 20:26:59.327,"436",,
03/03/17 20:27:00.326,"435",,
03/03/17 20:27:01.326,"435",,
03/03/17 20:27:02.327,"435",,
03/03/17 20:27:03.326,"435",,
03/03/17 20:27:04.327,"435",,
03/03/17 20:27:05.326,"435",,
03/03/17 20:27:06.326,"435",,
03/03/17 20:27:07.326,"435",,
03/03/17 20:27:08.327,"435",,
03/03/17 20:27:09.326,"435",,
03/03/17 20:27:10.326,"436",,
03/03/17 20:27:11.326,"436",,
03/03/17 20:27:12.326,"436",,
03/03/17 20:27:13.326,"436",,
03/03/17 20:27:14.327,"436",,
03/03/17 20:27:15.327,"436",,
03/03/17 20:27:16.327,"437",,
03/03/17 20:27:17.326,"437",,
03/03/17 20:27:18.326,"437",,
03/03/17 20:27:19.327,"437",,
03/03/17 20:27:20.326,"437",,
03/03/17 20:27:21.326,"437",,
03/03/17 20:27:22.326,"436",,
03/03/17 20:27:23.326,"436",,
03/03/17 20:27:24.326,"436",,
03/03/17 20:27:25.326,"436",,
03/03/17 20:27:26.326,"437",,
03/03/17 20:27:27.326,"436",,
03/03/17 20:27:28.326,"436",,
03/03/17 20:27:29.326,"436",,
03/03/17 20:27:30.326,"437",,
03/03/17 20:27:31.327,"437",,
03/03/17 20:27:32.326,"437",,
03/03/17 20:27:33.327,"437",,
03/03/17 20:27:34.326,"437",,
03/03/17 20:27:35.326,"437",,
03/03/17 20:27:36.326,"438",,
03/03/17 20:27:37.326,"438",,
03/03/17 20:27:37.326,"438",,
03/03/17 20:27:38.326,"438",,
03/03/17 20:27:39.326,"438",,
03/03/17 20:27:40.326,"438",,
03/03/17 20:27:41.326,"438",,
03/03/17 20:27:42.326,"438",,
03/03/17 20:27:43.326,"438",,
03/03/17 20:27:44.326,"438",,
03/03/17 20:27:45.326,"438",,
03/03/17 20:27:46.326,"437",,
03/03/17 20:27:47.326,"437",,
03/03/17 20:27:48.326,"437",,
03/03/17 20:27:49.326,"437",,
03/03/17 20:27:50.326,"437",,
03/03/17 20:27:51.326,"437",,
03/03/17 20:27:52.326,"437",,
03/03/17 20:27:53.326,"437",,
03/03/17 20:27:54.326,"436",,
03/03/17 20:27:55.326,"436",,
03/03/17 20:27:56.326,"437",,
03/03/17 20:27:57.326,"437",,
03/03/17 20:27:58.326,"437",,
03/03/17 20:27:59.326,"435",,
03/03/17 20:28:00.326,"435",,
03/03/17 20:28:01.326,"436",,
03/03/17 20:28:02.326,"437",,
03/03/17 20:28:03.326,"437",,
03/03/17 20:28:04.326,"437",,
03/03/17 20:28:05.326,"435",,
03/03/17 20:28:06.326,"434",,
03/03/17 20:28:07.326,"434",,
03/03/17 20:28:08.326,"435",,
03/03/17 20:28:09.326,"436",,
03/03/17 20:28:10.326,"437",,
03/03/17 20:28:11.326,"438",,
03/03/17 20:28:12.326,"437",,
03/03/17 20:28:13.326,"437",,
03/03/17 20:28:14.326,"437",,
03/03/17 20:28:15.327,"437",,
03/03/17 20:28:16.326,"437",,
03/03/17 20:28:17.326,"437",,
03/03/17 20:28:18.326,"436",,
03/03/17 20:28:19.326,"436",,
03/03/17 20:28:20.326,"435",,
03/03/17 20:28:21.326,"435",,
03/03/17 20:28:22.326,"435",,
03/03/17 20:28:23.326,"435",,
03/03/17 20:28:24.326,"435",,
03/03/17 20:28:25.326,"435",,
03/03/17 20:28:26.327,"434",,
03/03/17 20:28:27.327,"433",,
03/03/17 20:28:28.326,"433",,
03/03/17 20:28:28.326,"433",,
03/03/17 20:28:29.326,"433",,
03/03/17 20:28:30.326,"433",,
03/03/17 20:28:31.326,"432",,
03/03/17 20:28:32.326,"430",,
03/03/17 20:28:33.930,"430",,
03/03/17 20:28:34.709,"430",,
03/03/17 20:28:35.543,"430",,
03/03/17 20:28:36.326,"430",,
03/03/17 20:28:37.327,"429",,
03/03/17 20:28:38.326,"430",,
03/03/17 20:28:39.326,"431",,
03/03/17 20:28:40.326,"431",,
03/03/17 20:28:41.326,"432",,
03/03/17 20:28:42.327,"430",,
03/03/17 20:28:43.326,"430",,
03/03/17 20:28:44.326,"430",,
03/03/17 20:28:45.327,"431",,
03/03/17 20:28:46.326,"431",,
03/03/17 20:28:47.326,"431",,
03/03/17 20:28:48.326,"431",,
03/03/17 20:28:49.326,"431",,
03/03/17 20:28:50.326,"431",,
03/03/17 20:28:51.326,"430",,
03/03/17 20:28:52.326,"430",,
03/03/17 20:28:53.326,"429",,
03/03/17 20:28:54.326,"430",,
03/03/17 20:28:55.327,"430",,
03/03/17 20:28:56.326,"431",,
03/03/17 20:28:57.326,"431",,
03/03/17 20:28:58.326,"431",,
03/03/17 20:28:59.326,"431",,
03/03/17 20:29:00.326,"432",,
03/03/17 20:29:01.965,"432",,
03/03/17 20:29:02.775,"432",,
03/03/17 20:29:03.509,"432",,
03/03/17 20:29:04.326,"433",,
03/03/17 20:29:05.326,"435",,
03/03/17 20:29:06.326,"437",,
03/03/17 20:29:07.326,"437",,
03/03/17 20:29:08.326,"436",,
03/03/17 20:29:09.326,"434",,
03/03/17 20:29:10.326,"432",,
03/03/17 20:29:11.326,"430",,
03/03/17 20:29:12.326,"430",,
03/03/17 20:29:13.326,"430",,
03/03/17 20:29:14.326,"431",,
03/03/17 20:29:15.326,"431",,
03/03/17 20:29:16.326,"431",,
03/03/17 20:29:17.326,"430",,
03/03/17 20:29:18.326,"429",,
03/03/17 20:29:19.326,"430",,
03/03/17 20:29:19.326,"430",,
03/03/17 20:29:20.326,"429",,
03/03/17 20:29:21.326,"429",,
03/03/17 20:29:22.326,"429",,
03/03/17 20:29:23.326,"431",,
03/03/17 20:29:24.326,"433",,
03/03/17 20:29:25.326,"433",,
03/03/17 20:29:26.326,"433",,
03/03/17 20:29:27.326,"433",,
03/03/17 20:29:28.326,"433",,
03/03/17 20:29:29.326,"433",,
03/03/17 20:29:30.326,"432",,
03/03/17 20:29:31.326,"431",,
03/03/17 20:29:32.326,"430",,
03/03/17 20:29:33.326,"430",,
03/03/17 20:29:34.326,"431",,
03/03/17 20:29:35.326,"431",,
03/03/17 20:29:36.326,"432",,
03/03/17 20:29:37.326,"433",,
03/03/17 20:29:38.326,"433",,
03/03/17 20:29:39.326,"433",,
03/03/17 20:29:40.326,"433",,
03/03/17 20:29:41.326,"431",,
03/03/17 20:29:42.326,"431",,
03/03/17 20:29:43.326,"430",,
03/03/17 20:29:44.326,"430",,
03/03/17 20:29:45.326,"429",,
03/03/17 20:29:46.326,"430",,
03/03/17 20:29:47.326,"430",,
03/03/17 20:29:48.326,"427",,
03/03/17 20:29:49.326,"428",,
03/03/17 20:29:50.326,"429",,
03/03/17 20:29:51.326,"428",,
03/03/17 20:29:52.326,"428",,
03/03/17 20:29:53.326,"430",,
03/03/17 20:29:54.326,"429",,
03/03/17 20:29:55.326,"429",,
03/03/17 20:29:56.326,"428",,
03/03/17 20:29:57.326,"429",,
03/03/17 20:29:58.326,"429",,
03/03/17 20:29:59.327,"430",,
03/03/17 20:30:00.326,"431",,
03/03/17 20:30:01.326,"431",,
03/03/17 20:30:02.326,"432",,
03/03/17 20:30:03.326,"431",,
03/03/17 20:30:04.326,"432",,
03/03/17 20:30:05.326,"432",,
03/03/17 20:30:06.326,"432",,
03/03/17 20:30:07.326,"433",,
03/03/17 20:30:08.326,"433",,
03/03/17 20:30:09.326,"431",,
03/03/17 20:30:10.326,"430",,
03/03/17 20:30:10.326,"430",,
03/03/17 20:30:11.326,"430",,
03/03/17 20:30:12.327,"429",,
03/03/17 20:30:13.326,"429",,
03/03/17 20:30:14.326,"429",,
03/03/17 20:30:15.326,"429",,
03/03/17 20:30:16.326,"429",,
03/03/17 20:30:17.326,"430",,
03/03/17 20:30:18.326,"431",,
03/03/17 20:30:19.327,"431",,
03/03/17 20:30:20.326,"432",,
03/03/17 20:30:21.326,"433",,
03/03/17 20:30:22.326,"434",,
03/03/17 20:30:23.326,"435",,
03/03/17 20:30:24.326,"435",,
03/03/17 20:30:25.326,"435",,
03/03/17 20:30:26.326,"435",,
03/03/17 20:30:27.326,"435",,
03/03/17 20:30:28.326,"435",,
03/03/17 20:30:29.326,"435",,
03/03/17 20:30:30.327,"435",,
03/03/17 20:30:31.326,"435",,
03/03/17 20:30:32.326,"435",,
03/03/17 20:30:33.326,"434",,
03/03/17 20:30:34.327,"434",,
03/03/17 20:30:35.326,"432",,
03/03/17 20:30:36.326,"431",,
03/03/17 20:30:37.326,"431",,
03/03/17 20:30:38.326,"432",,
03/03/17 20:30:39.326,"432",,
03/03/17 20:30:40.326,"432",,
03/03/17 20:30:41.326,"431",,
03/03/17 20:30:42.326,"432",,
03/03/17 20:30:43.326,"433",,
03/03/17 20:30:44.326,"433",,
03/03/17 20:30:45.326,"432",,
03/03/17 20:30:46.326,"432",,
03/03/17 20:30:47.327,"432",,
03/03/17 20:30:48.326,"432",,
03/03/17 20:30:49.326,"432",,
03/03/17 20:30:50.326,"432",,
03/03/17 20:30:51.326,"432",,
03/03/17 20:30:52.326,"432",,
03/03/17 20:30:53.326,"432",,
03/03/17 20:30:54.326,"433",,
03/03/17 20:30:55.326,"433",,
03/03/17 20:30:56.326,"433",,
03/03/17 20:30:57.326,"434",,
03/03/17 20:30:58.326,"434",,
03/03/17 20:30:59.327,"433",,
03/03/17 20:31:00.326,"433",,
03/03/17 20:31:01.326,"433",,
03/03/17 20:31:01.326,"433",,
03/03/17 20:31:02.326,"433",,
03/03/17 20:31:03.326,"433",,
03/03/17 20:31:04.326,"433",,
03/03/17 20:31:05.326,"433",,
03/03/17 20:31:06.326,"433",,
03/03/17 20:31:07.327,"434",,
03/03/17 20:31:08.326,"435",,
03/03/17 20:31:09.326,"434",,
03/03/17 20:31:10.326,"433",,
03/03/17 20:31:11.327,"433",,
03/03/17 20:31:12.326,"432",,
03/03/17 20:31:13.326,"432",,
03/03/17 20:31:14.326,"433",,
03/03/17 20:31:15.326,"433",,
03/03/17 20:31:16.331,"433",,
03/03/17 20:31:17.326,"433",,
03/03/17 20:31:18.371,"433",,
03/03/17 20:31:19.326,"434",,
03/03/17 20:31:20.326,"434",,
03/03/17 20:31:21.326,"434",,
03/03/17 20:31:22.326,"435",,
03/03/17 20:31:23.326,"434",,
03/03/17 20:31:24.327,"434",,
03/03/17 20:31:25.326,"434",,
03/03/17 20:31:26.326,"434",,
03/03/17 20:31:27.326,"434",,
03/03/17 20:31:28.326,"435",,
03/03/17 20:31:29.326,"434",,
03/03/17 20:31:30.352,"434",,
03/03/17 20:31:31.360,"434",,
03/03/17 20:31:32.326,"433",,
03/03/17 20:31:33.326,"433",,
03/03/17 20:31:34.326,"433",,
03/03/17 20:31:35.326,"432",,
03/03/17 20:31:36.326,"431",,
03/03/17 20:31:37.326,"432",,
03/03/17 20:31:38.326,"432",,
03/03/17 20:31:39.326,"431",,
03/03/17 20:31:40.326,"432",,
03/03/17 20:31:41.326,"432",,
03/03/17 20:31:42.326,"432",,
03/03/17 20:31:43.326,"432",,
03/03/17 20:31:44.326,"432",,
03/03/17 20:31:45.326,"432",,
03/03/17 20:31:46.326,"432",,
03/03/17 20:31:47.327,"432",,
03/03/17 20:31:48.326,"431",,
03/03/17 20:31:49.326,"431",,
03/03/17 20:31:50.326,"431",,
03/03/17 20:31:51.326,"431",,
03/03/17 20:31:52.326,"431",,
03/03/17 20:31:52.326,"431",,
03/03/17 20:31:53.326,"432",,
03/03/17 20:31:54.326,"431",,
03/03/17 20:31:55.326,"431",,
03/03/17 20:31:56.326,"432",,
03/03/17 20:31:57.326,"433",,
03/03/17 20:31:58.327,"433",,
03/03/17 20:31:59.326,"433",,
03/03/17 20:32:00.326,"433",,
03/03/17 20:32:01.326,"433",,
03/03/17 20:32:02.326,"432",,
03/03/17 20:32:03.326,"432",,
03/03/17 20:32:04.326,"431",,
03/03/17 20:32:05.326,"432",,
03/03/17 20:32:06.326,"432",,
03/03/17 20:32:07.327,"433",,
03/03/17 20:32:08.326,"431",,
03/03/17 20:32:09.326,"430",,
03/03/17 20:32:10.326,"431",,
03/03/17 20:32:11.326,"431",,
03/03/17 20:32:12.326,"431",,
03/03/17 20:32:13.326,"429",,
03/03/17 20:32:14.327,"429",,
03/03/17 20:32:15.326,"430",,
03/03/17 20:32:16.326,"430",,
03/03/17 20:32:17.326,"429",,
03/03/17 20:32:18.326,"430",,
03/03/17 20:32:19.326,"429",,
03/03/17 20:32:20.326,"429",,
03/03/17 20:32:21.326,"430",,
03/03/17 20:32:22.326,"431",,
03/03/17 20:32:23.326,"433",,
03/03/17 20:32:24.326,"432",,
03/03/17 20:32:25.326,"433",,
03/03/17 20:32:26.326,"432",,
03/03/17 20:32:27.326,"432",,
03/03/17 20:32:28.326,"431",,
03/03/17 20:32:29.326,"430",,
03/03/17 20:32:30.327,"430",,
03/03/17 20:32:31.326,"430",,
03/03/17 20:32:32.327,"429",,
03/03/17 20:32:33.326,"428",,
03/03/17 20:32:34.326,"427",,
03/03/17 20:32:35.326,"427",,
03/03/17 20:32:36.326,"426",,
03/03/17 20:32:37.326,"427",,
03/03/17 20:32:38.326,"427",,
03/03/17 20:32:39.326,"427",,
03/03/17 20:32:40.326,"425",,
03/03/17 20:32:41.326,"425",,
03/03/17 20:32:42.326,"425",,
03/03/17 20:32:43.326,"426",,
03/03/17 20:32:43.326,"426",,
03/03/17 20:32:44.326,"426",,
03/03/17 20:32:45.326,"427",,
03/03/17 20:32:46.326,"427",,
03/03/17 20:32:47.326,"428",,
03/03/17 20:32:48.326,"429",,
03/03/17 20:32:49.326,"428",,
03/03/17 20:32:50.326,"429",,
03/03/17 20:32:51.326,"429",,
03/03/17 20:32:52.326,"429",,
03/03/17 20:32:53.326,"428",,
03/03/17 20:32:54.327,"428",,
03/03/17 20:32:55.326,"428",,
03/03/17 20:32:56.326,"428",,
03/03/17 20:32:57.326,"429",,
03/03/17 20:32:58.326,"429",,
03/03/17 20:32:59.326,"429",,
03/03/17 20:33:00.326,"429",,
03/03/17 20:33:01.327,"429",,
03/03/17 20:33:02.326,"428",,
03/03/17 20:33:03.326,"428",,
03/03/17 20:33:04.326,"428",,
03/03/17 20:33:05.326,"428",,
03/03/17 20:33:06.327,"429",,
03/03/17 20:33:07.326,"429",,
03/03/17 20:33:08.326,"428",,
03/03/17 20:33:09.326,"428",,
03/03/17 20:33:10.326,"429",,
03/03/17 20:33:11.326,"429",,
03/03/17 20:33:12.326,"430",,
03/03/17 20:33:13.326,"430",,
03/03/17 20:33:14.326,"430",,
03/03/17 20:33:15.327,"430",,
03/03/17 20:33:16.327,"430",,
03/03/17 20:33:17.326,"431",,
03/03/17 20:33:18.326,"431",,
03/03/17 20:33:19.326,"431",,
03/03/17 20:33:20.327,"432",,
03/03/17 20:33:21.326,"431",,
03/03/17 20:33:22.326,"430",,
03/03/17 20:33:23.326,"430",,
03/03/17 20:33:24.326,"430",,
03/03/17 20:33:25.326,"429",,
03/03/17 20:33:26.326,"429",,
03/03/17 20:33:27.326,"429",,
03/03/17 20:33:28.326,"428",,
03/03/17 20:33:29.326,"428",,
03/03/17 20:33:30.327,"428",,
03/03/17 20:33:31.326,"428",,
03/03/17 20:33:32.326,"428",,
03/03/17 20:33:33.326,"429",,
03/03/17 20:33:34.326,"429",,
03/03/17 20:33:34.326,"429",,
03/03/17 20:33:35.326,"430",,
03/03/17 20:33:36.326,"431",,
03/03/17 20:33:37.344,"433",,
03/03/17 20:33:38.326,"434",,
03/03/17 20:33:39.332,"433",,
03/03/17 20:33:40.326,"434",,
03/03/17 20:33:42.056,"434",,
03/03/17 20:33:42.852,"434",,
03/03/17 20:33:43.618,"434",,
03/03/17 20:33:44.441,"434",,
03/03/17 20:33:45.377,"433",,
03/03/17 20:33:46.338,"432",,
03/03/17 20:33:47.433,"432",,
03/03/17 20:33:48.353,"432",,
03/03/17 20:33:49.326,"432",,
03/03/17 20:33:50.326,"431",,
03/03/17 20:33:51.336,"431",,
03/03/17 20:33:52.326,"430",,
03/03/17 20:33:53.326,"432",,
03/03/17 20:33:54.326,"433",,
03/03/17 20:33:55.326,"432",,
03/03/17 20:33:56.326,"431",,
03/03/17 20:33:57.326,"430",,
03/03/17 20:33:58.326,"430",,
03/03/17 20:33:59.326,"430",,
03/03/17 20:34:00.326,"431",,
03/03/17 20:34:01.327,"431",,
03/03/17 20:34:02.327,"431",,
03/03/17 20:34:03.326,"431",,
03/03/17 20:34:04.326,"431",,
03/03/17 20:34:05.326,"430",,
03/03/17 20:34:06.326,"431",,
03/03/17 20:34:07.326,"430",,
03/03/17 20:34:08.326,"431",,
03/03/17 20:34:09.326,"432",,
03/03/17 20:34:10.326,"433",,
03/03/17 20:34:11.326,"433",,
03/03/17 20:34:12.326,"434",,
03/03/17 20:34:13.326,"434",,
03/03/17 20:34:14.326,"434",,
03/03/17 20:34:15.326,"434",,
03/03/17 20:34:16.326,"434",,
03/03/17 20:34:17.326,"434",,
03/03/17 20:34:18.326,"434",,
03/03/17 20:34:19.326,"435",,
03/03/17 20:34:20.326,"434",,
03/03/17 20:34:21.326,"435",,
03/03/17 20:34:22.326,"435",,
03/03/17 20:34:23.326,"435",,
03/03/17 20:34:24.326,"435",,
03/03/17 20:34:25.326,"435",,
03/03/17 20:34:25.326,"435",,
03/03/17 20:34:26.326,"433",,
03/03/17 20:34:27.326,"432",,
03/03/17 20:34:28.326,"432",,
03/03/17 20:34:29.326,"430",,
03/03/17 20:34:30.326,"429",,
03/03/17 20:34:31.326,"429",,
03/03/17 20:34:32.326,"430",,
03/03/17 20:34:33.326,"432",,
03/03/17 20:34:34.327,"433",,
03/03/17 20:34:35.326,"432",,
03/03/17 20:34:36.326,"430",,
03/03/17 20:34:37.326,"430",,
03/03/17 20:34:38.326,"431",,
03/03/17 20:34:39.326,"432",,
03/03/17 20:34:40.326,"432",,
03/03/17 20:34:41.328,"432",,
03/03/17 20:34:42.326,"432",,
03/03/17 20:34:43.326,"432",,
03/03/17 20:34:44.326,"432",,
03/03/17 20:34:45.326,"434",,
03/03/17 20:34:46.326,"434",,
03/03/17 20:34:47.326,"434",,
03/03/17 20:34:48.327,"434",,
03/03/17 20:34:49.326,"433",,
03/03/17 20:34:50.326,"432",,
03/03/17 20:34:51.326,"430",,
03/03/17 20:34:52.326,"431",,
03/03/17 20:34:53.326,"430",,
03/03/17 20:34:54.326,"430",,
03/03/17 20:34:55.327,"429",,
03/03/17 20:34:56.326,"430",,
03/03/17 20:34:57.326,"430",,
03/03/17 20:34:58.326,"430",,
03/03/17 20:34:59.326,"430",,
03/03/17 20:35:00.326,"430",,
03/03/17 20:35:01.326,"432",,
03/03/17 20:35:02.326,"432",,
03/03/17 20:35:03.327,"433",,
03/03/17 20:35:04.326,"432",,
03/03/17 20:35:05.326,"430",,
03/03/17 20:35:06.326,"429",,
03/03/17 20:35:07.326,"429",,
03/03/17 20:35:08.326,"429",,
03/03/17 20:35:09.326,"428",,
03/03/17 20:35:10.326,"427",,
03/03/17 20:35:11.326,"425",,
03/03/17 20:35:12.326,"424",,
03/03/17 20:35:13.327,"424",,
03/03/17 20:35:14.326,"423",,
03/03/17 20:35:15.326,"423",,
03/03/17 20:35:16.326,"424",,
03/03/17 20:35:16.326,"424",,
03/03/17 20:35:17.326,"423",,
03/03/17 20:35:18.326,"423",,
03/03/17 20:35:19.326,"424",,
03/03/17 20:35:20.326,"424",,
03/03/17 20:35:21.326,"427",,
03/03/17 20:35:22.326,"425",,
03/03/17 20:35:23.326,"424",,
03/03/17 20:35:24.326,"423",,
03/03/17 20:35:25.326,"424",,
03/03/17 20:35:26.326,"426",,
03/03/17 20:35:27.326,"428",,
03/03/17 20:35:28.326,"428",,
03/03/17 20:35:29.326,"428",,
03/03/17 20:35:30.326,"429",,
03/03/17 20:35:31.326,"430",,
03/03/17 20:35:32.326,"430",,
03/03/17 20:35:33.327,"431",,
03/03/17 20:35:34.326,"431",,
03/03/17 20:35:35.327,"431",,
03/03/17 20:35:36.326,"430",,
03/03/17 20:35:37.327,"429",,
03/03/17 20:35:38.326,"431",,
03/03/17 20:35:39.326,"431",,
03/03/17 20:35:40.326,"433",,
03/03/17 20:35:41.326,"433",,
03/03/17 20:35:42.326,"432",,
03/03/17 20:35:43.385,"432",,
03/03/17 20:35:44.326,"432",,
03/03/17 20:35:45.326,"432",,
03/03/17 20:35:46.350,"431",,
03/03/17 20:35:47.326,"431",,
03/03/17 20:35:48.326,"431",,
03/03/17 20:35:49.326,"431",,
03/03/17 20:35:50.346,"430",,
03/03/17 20:35:51.326,"430",,
03/03/17 20:35:52.326,"429",,
03/03/17 20:35:54.107,"429",,
03/03/17 20:35:54.949,"429",,
03/03/17 20:35:55.793,"429",,
03/03/17 20:35:56.638,"429",,
03/03/17 20:35:57.494,"429",,
03/03/17 20:35:58.357,"430",,
03/03/17 20:35:59.326,"429",,
03/03/17 20:36:00.342,"429",,
03/03/17 20:36:01.356,"427",,
03/03/17 20:36:02.390,"427",,
03/03/17 20:36:03.383,"425",,
03/03/17 20:36:04.349,"426",,
03/03/17 20:36:05.355,"428",,
03/03/17 20:36:06.356,"429",,
03/03/17 20:36:07.433,"429",,
03/03/17 20:36:07.433,"429",,
03/03/17 20:36:08.349,"429",,
03/03/17 20:36:09.326,"428",,
03/03/17 20:36:10.447,"428",,
03/03/17 20:36:11.435,"428",,
03/03/17 20:36:12.355,"428",,
03/03/17 20:36:13.326,"429",,
03/03/17 20:36:14.326,"428",,
03/03/17 20:36:15.326,"428",,
03/03/17 20:36:16.403,"428",,
03/03/17 20:36:17.415,"428",,
03/03/17 20:36:18.421,"427",,
03/03/17 20:36:19.409,"426",,
03/03/17 20:36:20.387,"426",,
03/03/17 20:36:21.326,"427",,
03/03/17 20:36:22.326,"428",,
03/03/17 20:36:23.404,"424",,
03/03/17 20:36:24.326,"424",,
03/03/17 20:36:25.326,"425",,
03/03/17 20:36:26.326,"426",,
03/03/17 20:36:27.326,"427",,
03/03/17 20:36:28.326,"427",,
03/03/17 20:36:29.326,"428",,
03/03/17 20:36:30.326,"428",,
03/03/17 20:36:31.327,"428",,
03/03/17 20:36:32.327,"427",,
03/03/17 20:36:33.327,"428",,
03/03/17 20:36:34.326,"428",,
